country,city,uid,address,avg_rate,days_since_review,name,price,review_count,thumbnail
Netherlands,Amsterdam,4567909c-6a12-4761-9b74-12e268eb16ce,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,8.5,289,Swiss tel Amsterdam,393,2756,
Netherlands,Amsterdam,4b25045f-87a7-4bd7-a23c-360ec5f7379c,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,7.5,114,Park Plaza Vondelpark Amsterdam,298,2176,
Netherlands,Amsterdam,4d051e2b-36d1-4414-bbee-739ef66f3af7,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,7.6,102,Ozo Hotel,179,3383,
Netherlands,Amsterdam,5022a448-14d6-4595-9e08-865b534e2418,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,7.8,79,NH Amsterdam Zuid,350,1245,
Netherlands,Amsterdam,512fc0da-63a5-4540-922b-7cbb5159f395,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,7.8,294,Fletcher Hotel Amsterdam,328,3773,
Netherlands,Amsterdam,536076f8-ca2c-42c6-9fb8-4d19d08dd44d,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,6.4,438,Savoy Hotel Amsterdam,353,995,
Netherlands,Amsterdam,5526a4ff-967b-4423-a742-0aa7551bc759,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,8.9,80,Chasse Hotel,226,404,
Netherlands,Amsterdam,57e94894-42bf-467e-a549-3f59ad6a8123,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,8.4,541,Corendon Vitality Hotel Amsterdam,333,4410,
Netherlands,Amsterdam,5d407b46-d08b-4ed0-9ba2-dc0391631507,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,9.1,548,The Dylan Amsterdam,180,314,
Netherlands,Amsterdam,647aa2a6-1e2b-4b8d-ad6e-a140be884b06,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,8.2,260,Ramada Apollo Amsterdam Centre,217,5770,
Netherlands,Amsterdam,65fb58a4-5c60-4752-a598-390ee6844a51,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands,7.9,714,NH Amsterdam Caransa,72,966,
Netherlands,Amsterdam,69eabc14-f6f9-4f45-a441-a0188dc383c7,Linnaeusstraat 89 Oost 1093 EK Amsterdam Netherlands,8.3,76,Hampshire Hotel The Manor Amsterdam,367,1939,
Netherlands,Amsterdam,712a2b1e-3932-4be7-85ff-6cd08931bd9b,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,7.7,474,Holiday Inn Amsterdam,369,1485,
Netherlands,Amsterdam,71f66c2a-0091-4d5d-bcf4-1638aa7fd666,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,8.0,43,Park Plaza Victoria Amsterdam,265,4820,
Netherlands,Amsterdam,76607e62-337c-480d-9189-9365550e2a4f,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,8.1,275,Bilderberg Garden Hotel,59,2270,
Netherlands,Amsterdam,776a442e-875f-4872-9648-4125fb223716,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,8.8,359,Sir Albert Hotel,357,1068,
Netherlands,Amsterdam,79775501-6684-42b1-9035-9d622171b807,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,8.2,88,Inntel Hotels Amsterdam Centre,157,3342,
Netherlands,Amsterdam,79e82a07-55ec-4994-a00b-2a1a53914068,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,8.9,298,INK Hotel Amsterdam MGallery by Sofitel,79,2574,
Netherlands,Amsterdam,7c0fb323-912f-436e-a32c-d393aa6187b4,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,8.9,316,Hotel Okura Amsterdam,397,2295,
Netherlands,Amsterdam,7cc94df8-6c1c-4c2e-bc1c-e598b2bcd005,Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,8.3,331,Hotel Roemer Amsterdam,150,974,
Netherlands,Amsterdam,7eaef48c-5682-4b22-86ba-373e1c4ef148,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,8.0,230,NH Amsterdam Museum Quarter,166,854,
Netherlands,Amsterdam,824b99a2-5d12-4087-9351-b7a453d43b82,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,8.4,416,Courtyard by Marriott Amsterdam Arena Atlas,356,2179,
Netherlands,Amsterdam,842323ea-bbb8-480e-9775-a40240813ad0,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,8.9,280,Jaz Amsterdam,371,7108,
Netherlands,Amsterdam,846067ca-765f-4114-a989-3a49d4b9d7ad,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,8.7,695,The Student Hotel Amsterdam City,188,7656,
Netherlands,Amsterdam,8546e40f-3f0a-425b-8e9d-ad8f01cf0501, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,7.7,549,Hotel Arena,293,1403,
Netherlands,Amsterdam,886436d9-8687-4405-b6ae-6c2fe97d041e,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,8.2,317,NH Amsterdam Noord,377,734,
Netherlands,Amsterdam,8b27f7a8-f7b1-4c88-8a77-fd9f13f77eb4,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,8.4,520,Boutique Hotel Notting Hill,326,2085,
Netherlands,Amsterdam,8d5f1c6a-5429-4a46-a2da-2d147bf863e4,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,8.5,581,WestCord Art Hotel Amsterdam 4 stars,84,1712,
Netherlands,Amsterdam,8f19b1b4-6af6-4410-9836-61fe1356e736,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,8.2,149,Mercure Hotel Amsterdam City South,252,3568,
Netherlands,Amsterdam,8f68dc8f-16fa-477c-bf26-e544af011c2e,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,9.1,96,Pulitzer Amsterdam,345,909,
Netherlands,Amsterdam,90b4dff3-e284-40be-8d30-15cff93e0a08,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,8.4,108,Hampton by Hilton Amsterdam Centre East,226,1769,
Netherlands,Amsterdam,93c13357-7102-4920-bae8-6a75b528118d,Noorderstraat 46 Amsterdam City Center 1017 TV Amsterdam Netherlands,8.2,705,Mercure Hotel Amsterdam Centre Canal District,83,890,
Netherlands,Amsterdam,94d44a0a-d79c-4902-b3e0-0002b11bdaaa,Nes 49 Amsterdam City Center 1012 KD Amsterdam Netherlands,9.1,340,Hotel V Nesplein,172,1650,
Netherlands,Amsterdam,95c8f008-5823-4f35-be9e-13009f4cbb69,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,8.8,381,Hotel JL No76,163,914,
Netherlands,Amsterdam,99c55d41-e8ef-4f8d-b127-f2d15182bb62,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,8.3,452,Hilton Amsterdam,315,1064,
Netherlands,Amsterdam,9d680f38-416b-4c2b-8d65-4c7398918bd1,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,8.8,482,Hotel De Hallen,336,1420,
Netherlands,Amsterdam,9da9198e-965d-4b4e-b82c-bf78043b19c6,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,8.0,709,Renaissance Amsterdam Hotel,233,1710,
Netherlands,Amsterdam,a4a63dfb-e1b9-4bcb-b9e0-8336e41651a2,Nieuwe Doelenstraat 24 Amsterdam City Center 1012 CP Amsterdam Netherlands,8.8,513,NH Collection Amsterdam Doelen,388,1251,
Netherlands,Amsterdam,a5c75241-631d-4032-aa4d-3839fdf43ecd,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,7.8,478,Hampshire Hotel Rembrandt Square Amsterdam,310,2591,
Netherlands,Amsterdam,ad183f66-98cd-4ac8-9d85-f0cff7742b03,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,8.9,156,Element Amsterdam,356,1369,
Netherlands,Amsterdam,ae3bd735-5f41-4278-b866-d47910604c32,Ndsm Plein 28 Amsterdam Noord 1033 WB Amsterdam Netherlands,8.2,513,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,218,1593,
Netherlands,Amsterdam,b0b1ffec-77f5-492d-8638-60e659084f9a,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,7.3,3,Best Western Plus Hotel Blue Square,50,3161,
Netherlands,Amsterdam,b1fb94fc-da8d-4722-8852-6d8818cc3eeb,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,7.0,420,NH Carlton Amsterdam,53,4231,
Netherlands,Amsterdam,b4d5ce49-514a-4555-a271-fd31caf8fff1,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,9.5,213,Waldorf Astoria Amsterdam,318,443,
Netherlands,Amsterdam,b63d36c2-ab2c-4890-bbc2-13a2b5d946e9,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands,9.1,536,De L Europe Amsterdam,356,551,
Netherlands,Amsterdam,b75dee78-6c4d-4e1f-8e24-049a4e489a8b,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,9.3,452,Ambassade Hotel,81,1611,
Netherlands,Amsterdam,b7e23b30-b331-4af0-b763-78df5c29610b,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,8.3,389,Amsterdam Canal Residence,256,255,
Netherlands,Amsterdam,b9a46b9a-4356-4cd8-9c77-8c63cdf633a8,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,7.5,8,Grand Hotel Downtown,358,1270,
Netherlands,Amsterdam,bab93ac4-3d24-4318-b04f-dfa71f067737,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,9.3,389,Luxury Suites Amsterdam,189,720,
Netherlands,Amsterdam,bc8f92b1-8884-4e2c-968d-138df859e5c6,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,9.1,494,Hotel Esther a,108,4687,
Netherlands,Amsterdam,c0c50fa8-4a7b-4236-bbc3-7f62750b7635,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,8.2,220,Apollo Hotel Amsterdam,141,2968,
Netherlands,Amsterdam,c35598ea-97fa-4d69-80a0-7878342aef92,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,9.4,9,Pillows Anna van den Vondel Amsterdam,365,161,
Netherlands,Amsterdam,cb0bffbf-8996-4f77-abb6-dbe520510ae7,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,8.5,195,Hampshire Hotel Amsterdam American,364,4032,
Netherlands,Amsterdam,cfa2fd6c-d31e-4cf8-b75d-73e4bec51dd2,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,8.0,571,Hotel Vondel Amsterdam,308,1952,
Netherlands,Amsterdam,d31677e5-114e-4b88-b998-efb1e7b092d4,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,8.4,533,Holiday Inn Amsterdam Arena Towers,372,1992,
Netherlands,Amsterdam,d331fa93-4c6e-4802-a3a6-556ced8e7587,2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,8.8,150,Morgan Mees,101,507,
Netherlands,Amsterdam,d6191201-7935-491d-8d24-4ce0ca934cf0,Nieuwezijds Voorburgwal 176 180 Amsterdam City Center 1012 SJ Amsterdam Netherlands,8.0,91,Hotel Die Port van Cleve,156,1189,
Netherlands,Amsterdam,d722e436-deed-4e9f-a256-2ed091e60989,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,7.8,264,Novotel Amsterdam City,215,2501,
Netherlands,Amsterdam,db4ab234-b6e8-4d48-942a-d6207c4bad2c,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,8.6,419,Urban Lodge Hotel,145,5018,
Netherlands,Amsterdam,dc716416-72fb-466a-be10-972a221ec258,Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,9.2,40,Banks Mansion All Inclusive Hotel,156,803,
Netherlands,Amsterdam,e3002698-da5f-49a3-9e14-964a7729cd9c,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands,8.6,503,citizenM Amsterdam,63,4530,
Netherlands,Amsterdam,e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,8.5,428,Apollofirst Boutique Hotel,265,1284,
Netherlands,Amsterdam,e56b6d1c-3329-49e0-aef4-032cf16afdb5,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,9.4,565,The Toren,63,948,
Netherlands,Amsterdam,e5c998a6-cdf8-4e0f-80da-02e14cf9f5ec,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,8.3,427,Bilderberg Hotel Jan Luyken,178,1207,
Netherlands,Amsterdam,f727b32f-8ca1-4516-ad03-72770c3a05ec,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,9.3,305,The Hoxton Amsterdam,351,1075,
Netherlands,Amsterdam,f8c434ec-782a-404b-a7dc-f27a2235b551,Provincialeweg 38 Zuidoost 1108 AB Amsterdam Netherlands,7.5,128,Golden Tulip Amsterdam Riverside,98,2362,
Netherlands,Amsterdam,fa328536-e874-46d6-b018-517d5497235e,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands,9.0,518,art otel Amsterdam,394,3158,
Netherlands,Amsterdam,fbeda381-b573-491e-a183-18a68ac3fff8,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,8.1,61,Amsterdam Marriott Hotel,386,1556,
Netherlands,Amsterdam,fd7cca18-009e-458a-bcdd-259649bc543c,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,8.6,540,Radisson Blu Hotel Amsterdam,81,4593,
Spain,Barcelona,018c7a90-35c2-4bdf-a625-a7d9e7e51b7f,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,7.0,689,Gran Hotel Barcino,331,448,
Spain,Barcelona,02c3ad6c-3c08-4812-ae6f-c2438c83468b,Passeig de Picasso 26 30 Ciutat Vella 08003 Barcelona Spain,8.9,434,K K Hotel Picasso,251,1517,
Spain,Barcelona,02c825f6-e71a-416d-9697-c3845c1b398a,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,7.8,343,Medinaceli,342,523,
Spain,Barcelona,03529148-3133-4726-9dc3-9475a7700a9f,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,8.2,541,Eurostars Ramblas,326,1878,
Spain,Barcelona,0805251e-9670-47b8-9661-4823c4584e4f,Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,8.2,527,Hotel SB Diagonal Zero Barcelona 4 Sup,321,4645,
Spain,Barcelona,0a4eb6e6-82b6-48d4-8c79-24f5e3853c4a,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,7.7,429,Hotel 4 Barcelona,110,771,
Spain,Barcelona,12d245fe-6da3-4f8f-a5ca-5eadb6219c1c,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,9.5,518,Mercer Hotel Barcelona,201,362,
Spain,Barcelona,12d980fb-d711-4c8e-8a1f-6523e0555757,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain,8.8,437,Upper Diagonal,92,868,
Spain,Barcelona,13084a19-bd80-4323-8431-83a3c4e5f3f1,Bergara 11 Eixample 08002 Barcelona Spain,8.6,286,Catalonia Plaza Catalunya,104,4153,
Spain,Barcelona,14748026-b000-4b56-b344-16879e6baf34,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,9.3,540,Aparthotel Arai 4 Superior,388,520,
Spain,Barcelona,153d58d9-206c-4b3b-a3a0-ba9673ecda7e,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,8.3,480,Barcelona Princess,272,4293,
Spain,Barcelona,1620723e-e308-43a8-8204-83d41af2f76b,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,7.9,482,Silken Ramblas,366,1949,
Spain,Barcelona,170909f0-be7b-4c21-9cc6-31072c91bbfa,Nou de la Rambla 36 Ciutat Vella 08001 Barcelona Spain,8.1,57,Onix Liceo,216,1257,
Spain,Barcelona,176037bc-39cf-4c87-a880-7d4dc6622d93,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,8.8,317,Ayre Hotel Gran V a,225,4887,
Spain,Barcelona,1931adb4-c75b-4c3b-af0b-0af982c2356b,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,8.7,467,Hotel Miramar Barcelona GL,59,977,
Spain,Barcelona,1994a38f-e633-4c1b-a634-3e486ac02012,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,8.1,709,Hotel Ciutadella Barcelona,132,448,
Spain,Barcelona,215dc081-206e-476f-8c9f-5cea732259d3,C rsega 289 Eixample 08008 Barcelona Spain,9.1,375,Ohla Eixample,235,978,
Spain,Barcelona,21e9486b-6719-49bd-b252-8fc4ffb03de9,Villarroel 106 Eixample 08011 Barcelona Spain,7.8,256,Acevi Villarroel,233,2251,
Spain,Barcelona,227cd460-7f30-4f9c-9114-c70450843702,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,9.0,231,Ohla Barcelona,193,1346,
Spain,Barcelona,2283f157-4ce5-4b9a-be83-8d2b5ab3f1b0,Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,8.4,216,Grupotel Gran Via 678,220,1664,
Spain,Barcelona,22d30cdc-1d17-46cf-8386-eef1b9701d06,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,8.9,359,Majestic Hotel Spa Barcelona GL,56,1769,
Spain,Barcelona,23ebd979-d86e-4360-92bb-1536fdd5d286,Boquer a 10 Ciutat Vella 08002 Barcelona Spain,8.5,276,Petit Palace Boqueria Garden,360,3602,
Spain,Barcelona,264af20d-a22b-4bfe-a387-a8dcb41fb7cc,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,8.5,394,Gran Hotel Torre Catalunya,307,1671,
Spain,Barcelona,28e68655-d85e-4a3c-9aa1-983f8158b6d6,Arcs 10 Ciutat Vella 08002 Barcelona Spain,9.2,206,Catalonia Catedral,226,1914,
Spain,Barcelona,29cca336-2181-497c-b73c-e94664d8fa2d,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,9.1,354,Duquesa Suites Barcelona,329,946,
Spain,Barcelona,2cc309ba-c123-4362-9999-60009a575f78,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,8.3,312,Eurostars Monumental,299,1382,
Spain,Barcelona,2e8f3be8-2da4-475b-9093-b02199d5cc76,Aribau 54 Eixample 08011 Barcelona Spain,8.5,657,Cram,256,778,
Spain,Barcelona,2ec92ac6-d1fe-4cdf-a8bf-3cb4f58e7324,Roger de Lluria 28 Eixample 08010 Barcelona Spain,8.5,725,Roger de Ll ria,120,596,
Spain,Barcelona,2ecf5221-32d9-4a73-8db0-d659d4573d41,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,8.0,348,Aparthotel Atenea Barcelona,350,1098,
Spain,Barcelona,32d6cc62-f6e5-4ca7-aac1-0dec93eff896,Muntaner 212 Eixample 08036 Barcelona Spain,8.1,266,Guitart Grand Passage,146,867,
Spain,Barcelona,34314fd6-6795-4e61-88d6-58d6970948cb,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,8.8,392,NH Collection Barcelona Gran Hotel Calder n,210,1072,
Spain,Barcelona,36cdd03e-03bd-4d20-aeb5-747494852d08,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,9.2,363,Hotel Midmost,93,460,
Spain,Barcelona,39a082d1-882b-4e84-82cb-0317dd55fada,Berruguete 126 Horta Guinard 08035 Barcelona Spain,8.1,382,Hotel Alimara,312,1991,
Spain,Barcelona,3b495495-0730-473a-9636-79c8c4222353,Muntaner 505 Sarri St Gervasi 08022 Barcelona Spain,8.2,58,Catalonia Barcelona 505,124,1013,
Spain,Barcelona,3fb926e2-6d76-4f92-83fd-794c04deed3b,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,8.2,210,H10 Marina Barcelona,210,1579,
Spain,Barcelona,40dbf767-cb3f-42e8-bd80-5fd1e3b0ab3e,Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,8.4,333,Novotel Barcelona City,131,1679,
Spain,Barcelona,418ddedc-c9a8-4e4e-950e-ab9a4838af1b,Pallars 128 130 Sant Mart 08018 Barcelona Spain,7.9,716,Sall s Hotel Pere IV,101,3130,
Spain,Barcelona,43b48b2f-ca67-44a4-b310-8f6766e62fe8,Diputaci 257 Eixample 08007 Barcelona Spain,8.2,669,Eurostars Cristal Palace,211,3046,
Spain,Barcelona,45fdccdb-6638-4057-9114-587cdcb34275,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,8.8,455,Cotton House Hotel Autograph Collection,60,156,
Spain,Barcelona,47133e17-aaea-40a2-9f9a-5209db89f601,Marina 19 21 08005 Barcelona Spain,8.8,723,Hotel Arts Barcelona,195,1350,
