uid,address,avg_rate,city,country,latitude,longitude,name,price,thumbnail
6659c3ed-8845-4b89-9905-7a54a23cb05e,Silvio Pellico 4 Milan City Center 20121 Milan Italy,9.3,Milan,Italy,45.4651371,9.1895249,Room Mate Giulia,62,
6d979b40-b624-425a-8dec-e099be0c3aa4,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,8.8,Vienna,Austria,48.2114567,16.3738677,Mercure Vienna First,131,
cff68c9e-0aa9-4605-b40c-0325b30a0362,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,8.1,Barcelona,Spain,41.3843222,2.1712893,Hotel Serhs Rivoli Rambla,326,
d3642c58-648b-48cc-9410-e147f78791d8,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8.6,Vienna,Austria,48.2155236,16.3646858,Hilton Vienna Plaza,262,
e0f3e802-4faf-4cb1-9ac7-33460b1db208,19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,8.1,Paris,France,48.8382943,2.3210421,Pullman Paris Montparnasse,298,
a04cfc3c-6318-4d71-8978-f6b350f49800,34 rue Jean Mermoz 8th arr 75008 Paris France,9.1,Paris,France,48.8716831,2.3123759,Hotel Amastan Paris,263,
8b63e352-2e85-4702-8483-c61174c2ec2a,Viale Bligny 23 Milan City Center 20136 Milan Italy,8.1,Milan,Italy,45.4510397,9.1920911,Hotel D Este,84,
b8bb0b91-def5-4768-9cfa-f0fa772cda66,Via Luigi Galvani 12 Central Station 20124 Milan Italy,8.2,Milan,Italy,45.4862032,9.200322,Hilton Milan,66,
c05b679c-36fc-4a0b-92a4-786d10cf07fa,Roger de Ll ria 60 Eixample 08009 Barcelona Spain,8.3,Barcelona,Spain,41.393599,2.1684151,Catalonia Eixample 1864,321,
3e0f27a5-a70d-4ba5-a883-b3bbc2a2cbb6,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,8.5,London,United Kingdom,51.4959227,-0.1702917,The Rembrandt,159,
b75dee78-6c4d-4e1f-8e24-049a4e489a8b,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,9.3,Amsterdam,Netherlands,52.369391,4.8871721,Ambassade Hotel,81,
fc8d56c2-6456-4305-bbc2-cc43c75b47d8,4 rue Cadet 9th arr 75009 Paris France,8.7,Paris,France,48.8742767,2.3426276,Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,342,
a7eedaa4-f686-47da-9410-0364afd06447,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,7.8,Barcelona,Spain,41.3283758,2.1129638,Hotel Best Western PLUS Alfa Aeropuerto,101,
cd622f56-2cf4-4644-97da-2fcb1587d083,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,7.9,London,United Kingdom,51.5189077,-0.1421957,Grange Langham Court Hotel,368,
d3808780-f5a3-431b-b99e-888770796a81,Loreto 21 25 Les Corts 08029 Barcelona Spain,8.0,Barcelona,Spain,41.3897735,2.1419762,Hotel Derby,85,
2ecf5221-32d9-4a73-8db0-d659d4573d41,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,8.0,Barcelona,Spain,41.3862689,2.1291786,Aparthotel Atenea Barcelona,350,
999490e2-b284-4e63-9603-4083caa0f715,Via Spadari 11 Milan City Center 20123 Milan Italy,9.3,Milan,Italy,45.463579,9.1869092,Hotel Spadari Al Duomo,332,
6d9d7c50-69a1-42f6-93dc-34f3ede170b5,19 Rue Cujas 5th arr 75005 Paris France,8.8,Paris,France,48.8478399,2.342254,Grand Hotel Saint Michel,105,
97b1eb17-08ef-456c-9833-5043a6330725,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,9.2,Vienna,Austria,48.2071576,16.3765913,Appartement Hotel an der Riemergasse,364,
512fc0da-63a5-4540-922b-7cbb5159f395,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,7.8,Amsterdam,Netherlands,52.2924567,4.9444338,Fletcher Hotel Amsterdam,328,
c3306648-9b26-4ba0-95c8-5354bdb16a4b,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,7.8,London,United Kingdom,51.499981,-0.1928791,Holiday Inn London Kensington,197,
37c7c2ef-e699-4c90-bff4-be15e81b15f7,Via De Amicis 32 Milan City Center 20123 Milan Italy,7.5,Milan,Italy,45.4595203,9.1770004,Hotel Pierre Milano,159,
c89d95d4-139d-468d-8cbb-d8c822c2e225,39 40 Bedford Place Bloomsbury Camden London WC1B 5JT United Kingdom,8.5,London,United Kingdom,51.5196124,-0.1239628,Grange Buckingham Hotel,227,
81d71315-c82b-43d6-a4af-3c8a21727346,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,8.5,Milan,Italy,45.4777623,9.203169,Hotel Sanpi Milano,229,
79d4b0aa-9729-4071-ae5a-742ebf9c1e26,Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,9.4,Barcelona,Spain,41.3885658,2.1712991,Catalonia Square 4 Sup,64,
f55a2a7a-8408-4206-8f5b-abf3bf2a3eb0,Mariahilfer Stra e 78 07 Neubau 1070 Vienna Austria,8.9,Vienna,Austria,48.1979979,16.3483314,NH Collection Wien Zentrum,69,
f5d09fd5-8786-476e-ac59-3a8d9e98cf53,Neubaug rtel 26 28 07 Neubau 1070 Vienna Austria,8.5,Vienna,Austria,48.1995177,16.3388225,Fleming s Conference Hotel Wien,332,
34314fd6-6795-4e61-88d6-58d6970948cb,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,8.8,Barcelona,Spain,41.3894654,2.1662651,NH Collection Barcelona Gran Hotel Calder n,210,
313dd410-3e84-4897-acdf-bb92747487d4,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,8.6,London,United Kingdom,51.5001979,-0.1795357,The Gore Hotel Starhotels Collezione,143,
d25bf265-78b0-4b00-80bf-88dde1b2896a,32 Rue Greuze 16th arr 75016 Paris France,8.5,Paris,France,48.8645647,2.2821827,Plaza Tour Eiffel,329,
95e6db47-1a52-4708-804a-9c3a9223e715,6 Rue Pierre Demours 17th arr 75017 Paris France,9.1,Paris,France,48.8797513,2.2919634,Hotel Regent s Garden,305,
466ec006-0bd8-45f1-8644-0d8824e8966d,34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,9.1,London,United Kingdom,51.4920287,-0.1917801,Hotel Indigo London Kensington,393,
0972c300-4135-4ceb-ae0a-f647a8bc4613,Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,8.3,Milan,Italy,45.4851799,9.1831189,AC Hotel Milano a Marriott Lifestyle Hotel,188,
3ffca23e-ca0b-414d-989e-f5cab9898ddf,Park Lane Westminster Borough London W1K 7TN United Kingdom,7.9,London,United Kingdom,51.5082019,-0.1545589,Grosvenor House A JW Marriott Hotel,300,
966bd179-91e5-4c42-9f57-489c9c0f26fa,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8.8,London,United Kingdom,51.4978466,-0.164156,The Beaufort,297,
5022a448-14d6-4595-9e08-865b534e2418,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,7.8,Amsterdam,Netherlands,52.3266672,4.8800884,NH Amsterdam Zuid,350,
2b5c52b2-84e2-46d6-b04a-b2b7659238d4,52 rue Francois 1er 8th arr 75008 Paris France,8.5,Paris,France,48.8691409,2.3031503,Hotel Powers,140,
fa2b4228-d44b-44b4-9e62-daaf67759433,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,8.6,London,United Kingdom,51.517608,-0.1276253,Radisson Blu Edwardian Bloomsbury Street,364,
754b3a9e-11fa-4a53-932f-6b97b8da4712,10 rue Saint Hyacinthe 1st arr 75001 Paris France,8.1,Paris,France,48.8661705,2.331561,Hotel des Tuileries Relais du Silence,274,
002743d8-9fe8-4145-968a-071e8e4b46c0,26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,9.2,London,United Kingdom,51.4930097,-0.159715,Draycott Hotel,78,
665280e6-7bf6-4942-a0a3-6dab1f27de12,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,8.2,Barcelona,Spain,41.4023621,2.2119049,Occidental Atenea Mar Adults Only,89,
da5c6c26-7f3d-4fdd-8d75-bfe88d1f7fd7,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,9.0,London,United Kingdom,51.4997486,-0.1615242,The Capital,77,
20d952b5-23aa-4801-b240-4f319ca4fcc0,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,7.4,London,United Kingdom,51.4992791,-0.1973593,Best Western Seraphine Kensington Olympia,256,
2b1dbbf9-99e5-476c-b7a5-9233fbf66a9c,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,8.6,London,United Kingdom,51.5055381,-0.1396885,Dukes Hotel,360,
871c435c-82dd-4a21-b921-ca737f70dc73,29 rue Victor Mass 9th arr 75009 Paris France,9.1,Paris,France,48.880856,2.3375085,Grand Pigalle Hotel,141,
4c5a1244-1f96-44a0-9c7e-d4b4e10d9b5d,17 Rue Du Cotentin 15th arr 75015 Paris France,8.1,Paris,France,48.838484,2.3150904,Novotel Paris Centre Gare Montparnasse,170,
af1544c4-226b-4e73-a6eb-c1643521d838,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,8.9,London,United Kingdom,51.5180207,-0.1500567,The Marylebone Hotel,329,
77cc6ca6-71b4-4289-a88d-2d34525e05fa,Via Camperio 9 Milan City Center 20123 Milan Italy,8.9,Milan,Italy,45.466598,9.183064,Camperio House Suites Apartments,253,
ce7ce53c-215b-4ce1-a2c5-8e0ea90ac1e2,225 Edgware Road Westminster Borough London W2 1JU United Kingdom,7.5,London,United Kingdom,51.5195688,-0.170521,Hilton London Metropole,356,
860e77da-7b48-4ef1-ba81-bf9051772ba7,Breite Gasse 9 07 Neubau 1070 Vienna Austria,8.4,Vienna,Austria,48.2035677,16.356445,Hotel ViennArt am Museumsquartier,395,
fd7cca18-009e-458a-bcdd-259649bc543c,Rusland 17 Amsterdam City Center 1012 CK Amsterdam Netherlands,8.6,Amsterdam,Netherlands,52.3702469,4.8966743,Radisson Blu Hotel Amsterdam,81,
330d16b6-6fdf-4a92-9ffa-947de392904f,36 Rue Saint Marc 2nd arr 75002 Paris France,9.3,Paris,France,48.8708863,2.3382128,Hotel Saint Marc,272,
41ebe98f-8730-49dc-89a4-f5808fc8458e,10 Avenue D I na 16th arr 75016 Paris France,9.3,Paris,France,48.8637135,2.2934759,Shangri La Hotel Paris,305,
ee6d8928-1732-46f7-81e0-acd566b9cf6b,Plaza Parade Camden London NW6 5RP United Kingdom,8.1,London,United Kingdom,51.5357597,-0.1902591,London Marriott Maida Vale,245,
fcb6bf74-67a0-477a-8126-7b543f79b544,53 Upper Street Islington London N1 0UY United Kingdom,8.6,London,United Kingdom,51.5360906,-0.1048176,Hilton London Angel Islington,309,
00822944-f3e8-484d-ab0c-3b39502e5acf,15 Seymour Street Westminster Borough London W1H 7JW United Kingdom,8.2,London,United Kingdom,51.5147071,-0.1578291,The Leonard Hotel,107,
e37ef3d5-4d8d-4f26-aefa-9004ae2288c5,117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,9.4,London,United Kingdom,51.5090985,-0.0157302,Lansbury Heritage Hotel,95,
f8ad1243-6e31-45f7-b76d-5632d6db4472,4 Boulevard Brune 14th arr 75014 Paris France,8.8,Paris,France,48.827388,2.305478,Novotel Suites Paris Expo Porte de Versailles,145,
be7ffd8c-0d14-4900-b594-f79a177d3080,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,8.9,Barcelona,Spain,41.3895263,2.1747136,Vincci Gala,387,
2e6dbc23-fab9-4d33-a2ca-1dbd5c4d26a6,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,8.4,Vienna,Austria,48.204183,16.3726664,Hotel Mailberger Hof,137,
6254c4bd-0320-47ae-8ff4-8251493c46e1,2 Rue Racine 6th arr 75006 Paris France,8.3,Paris,France,48.8503901,2.3422527,Hotel Belloy Saint Germain By Happyculture,93,
0136f7d5-f32c-4276-8a55-ffb19f5783bf,3 Rue de Montalembert 7th arr 75007 Paris France,8.5,Paris,France,48.8567042,2.3277805,Hotel Montalembert,256,
daae4e39-6476-4628-bfe0-9060725632a0,13 Boulevard Du Temple 3rd arr 75003 Paris France,7.7,Paris,France,48.8639318,2.3658744,1K Hotel,339,
9b032e89-d675-47ce-baef-ac24ce3deb20,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,7.5,London,United Kingdom,51.4999683,-0.1599927,Millennium Hotel London Knightsbridge,230,
7201654e-b09b-468f-a18b-f6c7984c268a,4 Rue La Boetie 8th arr 75008 Paris France,8.7,Paris,France,48.8745879,2.3188143,Hotel Park Lane Paris,304,
53a4a70d-3158-4147-90e7-9ee5d5188789,Santa Rosa Esplugues 33 08950 Barcelona Spain,7.9,Barcelona,Spain,41.3854716,2.1018835,Abba Garden,293,
8546e40f-3f0a-425b-8e9d-ad8f01cf0501, s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,7.7,Amsterdam,Netherlands,52.3605759,4.9159683,Hotel Arena,293,
510b5785-804a-4162-80dd-263d486e8ea4,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,9.4,Paris,France,48.8636168,2.3607998,La Chambre du Marais,318,
56c33d34-6f0a-4b1c-9acd-b51b8dd07506,12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,9.0,Paris,France,48.8865626,2.3329648,Terrass Hotel Montmartre by MH,74,
ff2e027c-f89c-457e-9c68-54172845b114,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,8.4,Milan,Italy,45.4845143,9.2057532,Hotel Michelangelo,358,
176037bc-39cf-4c87-a880-7d4dc6622d93,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,8.8,Barcelona,Spain,41.3732462,2.1474351,Ayre Hotel Gran V a,225,
7934e918-7816-4138-aff6-1dfc74c704f3,Mallorca 178 Eixample 08036 Barcelona Spain,9.3,Barcelona,Spain,41.3890578,2.1565948,The Corner Hotel,115,
7280bd93-139a-4abe-90e9-8aba934463fe,60 Pentonville Road Islington London N1 9LA United Kingdom,8.6,London,United Kingdom,51.5322508,-0.1095714,DoubleTree by Hilton London Islington,311,
90bf7802-7391-4a1f-80b8-2af389a5d311,2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,8.1,London,United Kingdom,51.507374,-0.129135,The Trafalgar Hilton,378,
0fcf3dc8-e242-4c2b-b5d9-89c8a145a0dd,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.4,Amsterdam,Netherlands,52.3657281,4.8972883,Royal Amsterdam Hotel,141,
f25af635-2a95-46bf-a27d-cd864a98dbf3,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,9.0,Paris,France,48.8489839,2.348383,Hotel La Lanterne,91,
f0ea4299-c0cb-4a94-9f95-7df39a39183b,20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,8.3,London,United Kingdom,51.4915712,-0.1963192,Twenty Nevern Square Hotel,162,
d27735a3-e429-4550-824f-2840cd57d35c,5 Threadneedle Street City of London London EC2R 8AY United Kingdom,8.8,London,United Kingdom,51.5140208,-0.0854919,Threadneedles Autograph Collection,73,
9796172a-1476-49e3-9a4a-d45c66b7c5fa,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,8.5,Vienna,Austria,48.1756283,16.4200957,JUFA Hotel Wien,139,
c816b439-d692-4c66-acca-dcdc4721c6be,18 Rue du Cirque 8th arr 75008 Paris France,9.4,Paris,France,48.8709627,2.3154141,Splendide Royal Paris,73,
a5a5fb76-af94-45b7-b907-5cbd0e668a9e,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,8.5,Milan,Italy,45.4726942,9.1943911,Hotel Cavour,148,
7f5804bd-4064-4a13-8821-b98196f64821,Corso Magenta 19 Milan City Center 20123 Milan Italy,7.3,Milan,Italy,45.4656023,9.1778675,Mokinba Hotels King,87,
53261650-953a-4042-8783-916a41bb0d4c,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,8.2,Milan,Italy,45.4769923,9.1844899,Carlyle Brera Hotel,190,
6282370b-7819-4f11-b706-145c41f3ccf4,28 place des Vosges 3rd arr 75003 Paris France,9.2,Paris,France,48.8562725,2.3660412,Le Pavillon de la Reine Spa,282,
0b164c3c-9334-432f-b6e9-aaef40699e84,Via Privata Polonia 10 20157 Milan Italy,7.7,Milan,Italy,45.5138582,9.1194759,The Hub Hotel,334,
79775501-6684-42b1-9035-9d622171b807,Nieuwezijdskolk 19 Amsterdam City Center 1012 PV Amsterdam Netherlands,8.2,Amsterdam,Netherlands,52.3760456,4.8943917,Inntel Hotels Amsterdam Centre,157,
f5c1ed58-03e9-4a27-a982-ede538241637,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,8.7,Barcelona,Spain,41.3935967,2.1742718,Hotel Casa Bonay,60,
d2f689e3-1ed2-4cf0-b1d5-08cd1ab279a0,12 rue de Parme 9th arr 75009 Paris France,9.0,Paris,France,48.881407,2.3274204,Le Grey Hotel,339,
f5bb4499-c785-4d32-930d-bfa6b6bb2d2a,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,8.6,Barcelona,Spain,41.3941338,2.1489569,NH Hesperia Barcelona Presidente,57,
e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,8.5,Amsterdam,Netherlands,52.350396,4.8756404,Apollofirst Boutique Hotel,265,
633b958b-2ec9-4c44-9c48-5578d2ab3647,5 7 Rue Th r se 1st arr 75001 Paris France,9.0,Paris,France,48.8816306,2.2992146,Hotel Th r se,356,
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,354 Queenstown Road Battersea London SW8 4AE United Kingdom,8.6,London,United Kingdom,51.4815995,-0.1481053,Pestana Chelsea Bridge Hotel Spa,153,
dbddc1b9-ab2b-4d95-b7ae-a90e87ab3457,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,7.8,Milan,Italy,45.4644348,9.1952727,IH Hotels Milano Ambasciatori,339,
d0b2a85c-ea14-4a9b-a715-a5d9915f2766,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,9.4,Vienna,Austria,48.2051299,16.369036,The Guesthouse Vienna,111,
c75bb106-5092-4e25-89b0-3e062c43db19,Comte d Urgell 232 Eixample 08036 Barcelona Spain,8.7,Barcelona,Spain,41.3895237,2.1490307,U232 Hotel,171,
45bb2027-66cb-4226-9dc5-b2de1cd1402a,5 7 Princes Square Kensington and Chelsea London W2 4NP United Kingdom,7.3,London,United Kingdom,51.5127453,-0.1926437,The Premier Notting Hill,205,
0c543935-ac49-40df-811d-847aa63d99a4,4 Rue des Petites Ecuries 10th arr 75010 Paris France,7.8,Paris,France,48.8730552,2.3540112,Best Western Aulivia Op ra,174,
3a459fb6-028c-46c5-b527-1c5788c93f28,92 Rue Du Cherche Midi 6th arr 75006 Paris France,8.9,Paris,France,48.8474426,2.3223783,Hotel Spa La Belle Juliette,260,
2f7cef1f-7e4e-47d9-8dd0-8245e09f6a2c,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,8.1,London,United Kingdom,51.514573,-0.15666,DoubleTree by Hilton Hotel London Marble Arch,83,
00084b03-20ba-4ed5-80da-3baedc416fb1,52 Chiswell Street City of London London EC1Y 4SD United Kingdom,8.8,London,United Kingdom,51.5208155,-0.0915319,The Montcalm At Brewery London City,186,
5526a4ff-967b-4423-a742-0aa7551bc759,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,8.9,Amsterdam,Netherlands,52.3696719,4.8614475,Chasse Hotel,226,
8968f275-1a34-4c2b-a73b-97f35786defa,36 rue de Saint Quentin 10th arr 75010 Paris France,9.2,Paris,France,48.879314,2.3560185,Hotel Whistler,244,
d41df4d2-288c-4110-a6d6-3a6719ec2e4c,1 Kensington Court Kensington and Chelsea London W8 5DL United Kingdom,9.5,London,United Kingdom,51.5020425,-0.1866541,Milestone Hotel Kensington,116,
ecc9363a-9f29-4cfe-80bd-fd5328b378b1,39 Coventry Street Westminster Borough London W1D 6BZ United Kingdom,8.8,London,United Kingdom,51.5101462,-0.1315061,every hotel Piccadilly,93,
a3ea19c2-325e-43dd-a22e-c984ae062e05,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,8.7,London,United Kingdom,51.5054832,-0.0951196,Novotel London City South,271,
71c00fe9-5319-4a0a-95ae-6368cd0db274,10 West Temple Sheen London SW14 7RT United Kingdom,8.3,London,United Kingdom,51.4611219,-0.2756216,The Victoria,210,
24bf4745-0865-4d02-adcb-a68ad49928d4,Oudezijds Voorburgwal 197 Amsterdam City Center 1012 EX Amsterdam Netherlands,9.2,Amsterdam,Netherlands,52.370835,4.895403,Sofitel Legend The Grand Amsterdam,382,
55b08812-b32a-4e3e-a282-fccad62bcdf2,66 Boulevard Barb s 18th arr 75018 Paris France,7.2,Paris,France,48.888539,2.3498459,Best Western Hotel Montmartre Sacr Coeur,313,
73e71ee7-00d0-4370-9af8-f6d400a0b084,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,9.0,London,United Kingdom,51.5121957,-0.1318384,The Piccadilly London West End,266,
3bd7fadc-7fd5-422b-bff1-37f2f61d6f15,52 Rue Oradour sur Glane 15th arr 75015 Paris France,8.2,Paris,France,48.8303023,2.2842872,Oceania Paris Porte De Versailles,71,
79fcbaa7-2510-4d22-903d-6c95281f390d,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,8.1,Vienna,Austria,48.1945297,16.340327,Leonardo Hotel Vienna,111,
109b6e9f-4914-49f6-b9a9-25ecc7b38424,Via Mazzini 4 Milan City Center 20123 Milan Italy,9.3,Milan,Italy,45.4633289,9.1884242,UNA Maison Milano,244,
d8a484c6-93df-4326-aeb7-5829f0e7089a,177 Boulevard Haussmann 8th arr 75008 Paris France,8.5,Paris,France,48.8746128,2.3056956,Hotel Plaza Elys es,251,
48e7b3b2-6377-49cc-80a8-5bb006b1bfc1,11 15 Rue De Lyon 12th arr 75012 Paris France,8.3,Paris,France,48.8468064,2.3714789,Holiday Inn Paris Gare de Lyon Bastille,261,
e645fa80-36c1-4e42-baef-db9472c7b95d,214 rue Saint Jacques 5th arr 75005 Paris France,8.8,Paris,France,48.8452789,2.342295,Hotel Le petit Paris,228,
c48f5de7-7a6a-48fc-b765-4975054c671b,257 Rue De Vaugirard 15th arr 75015 Paris France,7.6,Paris,France,48.8399018,2.3031011,Novotel Paris Vaugirard Montparnasse,99,
cc377339-20aa-418a-b349-6d61207bb97e,Balmes 103 105 Eixample 08008 Barcelona Spain,8.4,Barcelona,Spain,41.3917169,2.1592614,Hotel Barcelona Center,309,
c8ea389c-749b-4f3e-8d0f-f5c6e61f6ec3,Strand Westminster Borough London WC2R 0EU United Kingdom,9.4,London,United Kingdom,51.5111922,-0.1194006,The Savoy,165,
6d6a7716-3fd1-4d48-b8c4-f4b5d648bc57,Portland Place Westminster Borough London W1B 1JA United Kingdom,9.3,London,United Kingdom,51.517876,-0.1440647,The Langham London,324,
8050e160-76ba-4fa6-858d-1ee5bfb8daf5,12 Folgate Street City of London London E1 6BX United Kingdom,9.4,London,United Kingdom,51.5208575,-0.0779503,Batty Langley s,238,
52a3d668-a845-4b2e-9378-6e9b6f46e0a6,Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain,7.5,Barcelona,Spain,41.4037972,2.213767,Hotel Front Maritim,388,
d4bad926-4cf2-4f85-964e-1d3a98155bb9,15 rue de Constantinople 8th arr 75008 Paris France,8.3,Paris,France,48.8797331,2.3206003,Best Western Premier Le Swann,101,
db4ab234-b6e8-4d48-942a-d6207c4bad2c,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,8.6,Amsterdam,Netherlands,52.3856494,4.834443,Urban Lodge Hotel,145,
165ddcc3-c770-40bd-a027-b32d52a6e333,Via Felice Casati 18 Central Station 20124 Milan Italy,8.4,Milan,Italy,45.4787357,9.2041131,Best Western Plus Hotel Felice Casati,391,
dea01c24-52f9-4422-b632-db683244189f,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,8.0,Milan,Italy,45.50054,9.2208089,Atahotel Linea Uno,314,
49325960-9811-44c3-be16-c2acc9478e5f,Largo Augusto 10 Milan City Center 20122 Milan Italy,8.7,Milan,Italy,45.4630685,9.1979367,NH Collection Milano President,110,
e0cf0449-7312-4a0e-9708-dbf388b26402,5 Rue de Montyon 9th arr 75009 Paris France,7.5,Paris,France,48.8729639,2.3444899,Mercure Paris Op ra Faubourg Montmartre,319,
bab93ac4-3d24-4318-b04f-dfa71f067737,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,9.3,Amsterdam,Netherlands,52.3702613,4.9032489,Luxury Suites Amsterdam,189,
6bdd6368-cc16-4522-9dbe-af85d408af6a,34 Norfolk Place Paddington Westminster Borough London W2 1QW United Kingdom,7.9,London,United Kingdom,51.5162883,-0.1721078,Norfolk Towers Paddington,313,
82ea428d-000e-4742-8d86-61ea31713b33,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,8.5,London,United Kingdom,51.506935,-0.126012,Club Quarters Hotel Trafalgar Square,124,
b9685d29-127c-42ac-8fa9-f6b27e5d562f,128 avenue de Wagram 17th arr 75017 Paris France,7.8,Paris,France,48.8848292,2.3035189,Best Western Mercedes Arc de Triomphe,353,
f2a501b5-2ce8-45ed-8357-c448d459ef2b,Corso Europa 9 Milan City Center 20122 Milan Italy,7.9,Milan,Italy,45.4642651,9.1960569,Hotel Galileo,141,
a7b78817-a8c5-406c-9fa0-83f6e73b5e45,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,8.6,London,United Kingdom,51.5039399,-0.2244232,Dorsett Shepherds Bush,294,
f052bea8-1089-48c1-8092-c494947eb5c4,41 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,9.6,London,United Kingdom,51.4981471,-0.1436492,41,62,
17acc506-7109-428a-85e8-d792a4d0a6c9,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,7.5,London,United Kingdom,51.516843,-0.1495574,Holiday Inn London Oxford Circus,106,
3c94f93c-f93e-4895-8ddc-59ed6f35e558,19 Rue Tronchet 8th arr 75008 Paris France,8.6,Paris,France,48.8722588,2.3257608,Best Western Premier Op ra Opal,269,
e8d8d898-10f6-44a6-991d-c4757fe66a55,18 Rue d Antin 2nd arr 75002 Paris France,8.5,Paris,France,48.8691686,2.3337818,Hotel Horset Op ra Best Western Premier Collection,212,
e5c998a6-cdf8-4e0f-80da-02e14cf9f5ec,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,8.3,Amsterdam,Netherlands,52.3599196,4.8810128,Bilderberg Hotel Jan Luyken,178,
01ae4383-594e-47b9-987d-20f6b89791b0,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,8.7,Paris,France,48.8427564,2.3305636,Hotel Chaplain Paris Rive Gauche,176,
1931adb4-c75b-4c3b-af0b-0af982c2356b,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,8.7,Barcelona,Spain,41.3703041,2.17141,Hotel Miramar Barcelona GL,59,
12d245fe-6da3-4f8f-a5ca-5eadb6219c1c,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,9.5,Barcelona,Spain,41.3827,2.1791999,Mercer Hotel Barcelona,201,
ab83c01e-3235-445a-8be4-bd579f97831f,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,8.1,London,United Kingdom,51.499046,-0.1917073,Copthorne Tara Hotel London Kensington,251,
